record_id,control_name,is_anomaly,anomaly_type,severity,explanation
DRF00325,Control-95,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00358,Control-55,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00177,Control-97,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00103,Control-26,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00091,Control-40,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00440,Control-4,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00231,Control-19,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00439,Control-17,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00090,Control-5,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00075,Control-86,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00328,Control-12,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00144,Control-8,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00201,Control-75,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00460,Control-50,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00497,Control-10,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00057,Control-76,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00318,Control-86,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00277,Control-20,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00262,Control-65,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00004,Control-14,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00073,Control-59,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00393,Control-42,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00166,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00043,Control-17,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00490,Control-11,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00065,Control-74,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00031,Control-99,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00261,Control-78,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00431,Control-63,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00129,Control-70,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00078,Control-73,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00251,Control-19,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00139,Control-9,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00000,Control-83,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00242,Control-16,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00044,Control-34,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00341,Control-47,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00130,Control-44,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00145,Control-1,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00202,Control-81,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00403,Control-19,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00246,Control-98,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00444,Control-41,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00221,Control-25,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00461,Control-36,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00053,Control-94,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00309,Control-18,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00474,Control-5,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00188,Control-46,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00406,Control-81,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00356,Control-18,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00197,Control-13,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00418,Control-71,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00412,Control-82,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00244,Control-84,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00095,Control-12,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00257,Control-27,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00122,Control-86,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00228,Control-45,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00423,Control-86,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00354,Control-67,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00117,Control-70,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00207,Control-56,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00499,Control-81,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00305,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00022,Control-16,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00153,Control-96,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00286,Control-40,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00436,Control-76,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00449,Control-11,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00160,Control-21,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00494,Control-49,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00273,Control-21,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00427,Control-33,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00152,Control-30,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00493,Control-25,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00252,Control-69,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00320,Control-63,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00473,Control-50,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00469,Control-68,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00141,Control-79,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00271,Control-62,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00371,Control-88,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00032,Control-89,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00391,Control-97,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00086,Control-70,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00124,Control-84,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00268,Control-36,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00451,Control-76,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00161,Control-31,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00094,Control-35,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00005,Control-41,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00212,Control-55,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00119,Control-33,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00126,Control-89,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00483,Control-2,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00351,Control-68,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00218,Control-34,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00382,Control-28,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00248,Control-2,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00195,Control-45,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00034,Control-5,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00301,Control-15,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00476,Control-22,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00311,Control-37,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00337,Control-1,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00105,Control-3,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00464,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00028,Control-69,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00453,Control-46,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00292,Control-23,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00131,Control-77,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00343,Control-29,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00437,Control-5,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00429,Control-65,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00395,Control-62,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00485,Control-76,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00387,Control-1,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00370,Control-25,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00184,Control-72,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00236,Control-16,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00383,Control-43,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00088,Control-49,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00254,Control-82,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00217,Control-43,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00209,Control-22,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00100,Control-3,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00471,Control-58,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00059,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00180,Control-78,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00404,Control-15,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00192,Control-30,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00472,Control-30,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00283,Control-49,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00033,Control-16,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00410,Control-26,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00294,Control-95,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00140,Control-38,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00322,Control-21,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00102,Control-76,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00146,Control-5,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00374,Control-21,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00054,Control-66,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00149,Control-21,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00376,Control-37,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00115,Control-85,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00014,Control-94,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00327,Control-97,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00147,Control-68,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00415,Control-7,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00345,Control-52,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00346,Control-35,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00159,Control-94,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00285,Control-96,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00398,Control-49,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00164,Control-89,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00023,Control-15,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00186,Control-54,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00297,Control-63,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00067,Control-49,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00237,Control-21,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00204,Control-8,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00492,Control-14,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00321,Control-30,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00239,Control-64,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00470,Control-82,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00024,Control-40,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00003,Control-36,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00347,Control-31,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00158,Control-45,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00216,Control-46,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00019,Control-99,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00303,Control-88,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00150,Control-7,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00135,Control-30,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00106,Control-55,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00085,Control-68,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00111,Control-10,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00282,Control-56,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00425,Control-68,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00463,Control-39,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00361,Control-96,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00226,Control-66,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00278,Control-25,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00128,Control-39,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00421,Control-90,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00368,Control-61,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00040,Control-63,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00455,Control-80,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00247,Control-19,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00420,Control-79,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00281,Control-20,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00185,Control-48,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00234,Control-85,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00402,Control-78,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00422,Control-98,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00193,Control-28,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00338,Control-19,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00190,Control-84,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00037,Control-77,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00051,Control-90,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00084,Control-62,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00475,Control-48,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00256,Control-5,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00290,Control-72,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00227,Control-92,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00113,Control-29,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00446,Control-95,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00196,Control-35,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00199,Control-8,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00215,Control-28,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00253,Control-77,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00108,Control-66,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00036,Control-61,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00142,Control-60,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00298,Control-52,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00123,Control-2,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00498,Control-18,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00229,Control-90,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00435,Control-38,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00306,Control-89,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00438,Control-45,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00021,Control-48,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00020,Control-25,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00017,Control-48,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00333,Control-20,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00001,Control-89,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00012,Control-55,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00276,Control-58,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00314,Control-15,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00093,Control-39,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00138,Control-2,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00015,Control-9,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00468,Control-32,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00061,Control-88,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00454,Control-93,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00132,Control-5,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00068,Control-93,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00097,Control-32,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00350,Control-15,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00069,Control-32,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00265,Control-41,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00264,Control-32,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00450,Control-25,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00009,Control-44,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00220,Control-87,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00189,Control-97,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00401,Control-40,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00459,Control-81,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00112,Control-47,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00317,Control-74,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00249,Control-45,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00223,Control-96,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00060,Control-38,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00050,Control-7,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00263,Control-13,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00134,Control-55,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00210,Control-86,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00155,Control-54,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00109,Control-94,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00076,Control-62,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00062,Control-20,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00030,Control-34,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00388,Control-65,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00413,Control-13,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00213,Control-84,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00477,Control-51,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00041,Control-56,True,HIGH_SEVERITY_DRIFT,CRITICAL,Critical severity control drifted from baseline
DRF00168,Control-72,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00099,Control-80,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00165,Control-28,True,ENCRYPTION_DOWNGRADE,CRITICAL,Security-critical config drift: Encryption Downgrade
DRF00480,Control-31,True,COMPLIANCE_VIOLATION,HIGH,Security-critical config drift: Compliance Violation
DRF00312,Control-31,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00331,Control-2,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00349,Control-18,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00364,Control-88,True,LOGGING_DISABLED,CRITICAL,Security-critical config drift: Logging Disabled
DRF00409,Control-70,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00377,Control-78,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00392,Control-58,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00416,Control-91,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00442,Control-99,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00381,Control-29,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00026,Control-67,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00279,Control-65,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00048,Control-42,True,UNAPPROVED_CHANGE,MEDIUM,Policy violation: Unapproved Change
DRF00366,Control-96,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00038,Control-75,True,EMERGENCY_CHANGE_NOT_REVERTED,MEDIUM,Policy violation: Emergency Change Not Reverted
DRF00143,Control-64,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00198,Control-68,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00481,Control-21,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00428,Control-80,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00002,Control-18,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00018,Control-28,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
DRF00208,Control-57,True,ACCESS_BROADENED,HIGH,Security-critical config drift: Access Broadened
DRF00484,Control-2,True,HIGH_SEVERITY_DRIFT,HIGH,High severity control drifted from baseline
DRF00310,Control-32,False,NORMAL_CHANGE,NONE,Authorized change within baseline parameters
