record_id,user_id,username,is_anomaly,anomaly_type,severity,explanation
498,USR00140,riya.lim,False,NORMAL,NONE,Normal access event within expected pattern
499,USR00102,william.garcia,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-24 10:54:05
500,USR00221,rajesh.smith,False,NORMAL,NONE,Normal access event within expected pattern
501,USR00146,pooja.clark,False,NORMAL,NONE,Normal access event within expected pattern
502,USR00250,akshay.rao,False,NORMAL,NONE,Normal access event within expected pattern
503,USR00176,nisha.sharma,False,NORMAL,NONE,Normal access event within expected pattern
504,USR00139,akshay.choi,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-02-25 10:54:05
505,USR00157,shruti.rossi,False,NORMAL,NONE,Normal access event within expected pattern
506,USR00189,meera.rizzo,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-25 10:54:05
507,USR00165,paul.o'brien,False,NORMAL,NONE,Normal access event within expected pattern
508,USR00237,ryan.davis,False,NORMAL,NONE,Normal access event within expected pattern
509,USR00229,deepika.park,False,NORMAL,NONE,Normal access event within expected pattern
510,USR00094,donald.schulz,False,NORMAL,NONE,Normal access event within expected pattern
511,USR00171,xiulan.schulz,False,NORMAL,NONE,Normal access event within expected pattern
512,USR00298,joseph.miller,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-02-25 10:54:05
513,USR00203,zainab.moore,False,NORMAL,NONE,Normal access event within expected pattern
514,USR00017,diya.schulz,False,NORMAL,NONE,Normal access event within expected pattern
515,USR00006,kevin.ramirez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-02-26 10:54:05
516,USR00241,amitabh.harris,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-02-26 10:54:05
517,USR00160,kevin.rao,False,NORMAL,NONE,Normal access event within expected pattern
518,USR00251,jonathan.robinson,False,NORMAL,NONE,Normal access event within expected pattern
519,USR00037,ronald.wilson,False,NORMAL,NONE,Normal access event within expected pattern
520,USR00094,donald.schulz,False,NORMAL,NONE,Normal access event within expected pattern
521,USR00290,thomas.sharma,False,NORMAL,NONE,Normal access event within expected pattern
522,USR00043,matthew.bernard,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-02-27 10:54:05
523,USR00226,ronald.esposito,False,NORMAL,NONE,Normal access event within expected pattern
524,USR00276,william.perez,False,NORMAL,NONE,Normal access event within expected pattern
525,USR00186,deepika.jang,False,NORMAL,NONE,Normal access event within expected pattern
526,USR00210,charles.lopez,False,NORMAL,NONE,Normal access event within expected pattern
527,USR00126,mark.patel,False,NORMAL,NONE,Normal access event within expected pattern
528,USR00005,george.lim,False,NORMAL,NONE,Normal access event within expected pattern
529,USR00117,richard.kelly,False,NORMAL,NONE,Normal access event within expected pattern
530,USR00284,william.patel,False,NORMAL,NONE,Normal access event within expected pattern
531,USR00150,daniel.wagner,False,NORMAL,NONE,Normal access event within expected pattern
532,USR00105,gary.murphy,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-02-28 10:54:05
533,USR00247,joshua.bernard,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-03-01 10:54:05
534,USR00057,zainab.jo,False,NORMAL,NONE,Normal access event within expected pattern
535,USR00046,deepika.li,False,NORMAL,NONE,Normal access event within expected pattern
536,USR00077,neha.taylor,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-01 10:54:05
537,USR00019,joshua.white,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-01 10:54:05
538,USR00272,ryan.davis,False,NORMAL,NONE,Normal access event within expected pattern
539,USR00163,sofia.rao,False,NORMAL,NONE,Normal access event within expected pattern
540,USR00122,nisha.li,False,NORMAL,NONE,Normal access event within expected pattern
541,USR00053,timothy.jo,False,NORMAL,NONE,Normal access event within expected pattern
542,USR00143,maria.gonzalez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-01 10:54:05
543,USR00174,pooja.romano,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-01 10:54:05
544,USR00190,donald.hoffmann,False,NORMAL,NONE,Normal access event within expected pattern
545,USR00205,paul.choi,False,NORMAL,NONE,Normal access event within expected pattern
546,USR00298,joseph.miller,False,NORMAL,NONE,Normal access event within expected pattern
547,USR00261,nikhil.thomas,False,NORMAL,NONE,Normal access event within expected pattern
548,USR00288,arjun.dubois,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-02 10:54:05
549,USR00124,david.russo,False,NORMAL,NONE,Normal access event within expected pattern
550,USR00049,thomas.kang,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-03-03 10:54:05
551,USR00284,william.patel,False,NORMAL,NONE,Normal access event within expected pattern
552,USR00152,diya.ghosh,False,NORMAL,NONE,Normal access event within expected pattern
553,USR00111,james.sharma,False,NORMAL,NONE,Normal access event within expected pattern
554,USR00026,stephen.bhat,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-03 10:54:05
555,USR00176,nisha.sharma,False,NORMAL,NONE,Normal access event within expected pattern
556,USR00204,christopher.rodriguez,False,NORMAL,NONE,Normal access event within expected pattern
557,USR00080,david.rodriguez,False,NORMAL,NONE,Normal access event within expected pattern
558,USR00188,meera.schmidt,False,NORMAL,NONE,Normal access event within expected pattern
559,USR00083,ryan.thomas,False,NORMAL,NONE,Normal access event within expected pattern
560,USR00071,richard.johnson,False,NORMAL,NONE,Normal access event within expected pattern
561,USR00056,william.kumar,False,NORMAL,NONE,Normal access event within expected pattern
562,USR00261,nikhil.thomas,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-04 10:54:05
563,USR00105,gary.murphy,False,NORMAL,NONE,Normal access event within expected pattern
564,USR00082,arjun.hwang,False,NORMAL,NONE,Normal access event within expected pattern
565,USR00204,christopher.rodriguez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-04 10:54:05
566,USR00050,nisha.martinez,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-03-05 10:54:05
567,USR00028,paul.singh,False,NORMAL,NONE,Normal access event within expected pattern
568,USR00083,ryan.thomas,False,NORMAL,NONE,Normal access event within expected pattern
569,USR00086,ryan.colombo,False,NORMAL,NONE,Normal access event within expected pattern
570,USR00027,pooja.sullivan,False,NORMAL,NONE,Normal access event within expected pattern
571,USR00258,meera.reddy,False,NORMAL,NONE,Normal access event within expected pattern
572,USR00063,daniel.colombo,False,NORMAL,NONE,Normal access event within expected pattern
573,USR00197,kevin.white,False,NORMAL,NONE,Normal access event within expected pattern
574,USR00211,rajesh.gupta,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-06 10:54:05
575,USR00102,william.garcia,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-06 10:54:05
576,USR00242,deepika.garcia,False,NORMAL,NONE,Normal access event within expected pattern
577,USR00020,karan.white,False,NORMAL,NONE,Normal access event within expected pattern
578,USR00035,nikhil.rao,False,NORMAL,NONE,Normal access event within expected pattern
579,USR00089,isha.chen,False,NORMAL,NONE,Normal access event within expected pattern
580,USR00103,priya.garcia,False,NORMAL,NONE,Normal access event within expected pattern
581,USR00276,william.perez,False,NORMAL,NONE,Normal access event within expected pattern
582,USR00057,zainab.jo,False,NORMAL,NONE,Normal access event within expected pattern
583,USR00174,pooja.romano,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-08 10:54:05
584,USR00190,donald.hoffmann,False,NORMAL,NONE,Normal access event within expected pattern
585,USR00088,william.jang,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-08 10:54:05
586,USR00142,harsh.bernard,False,NORMAL,NONE,Normal access event within expected pattern
587,USR00266,robert.thomas,False,NORMAL,NONE,Normal access event within expected pattern
588,USR00143,maria.gonzalez,False,NORMAL,NONE,Normal access event within expected pattern
589,USR00160,kevin.rao,False,NORMAL,NONE,Normal access event within expected pattern
590,USR00062,nisha.jones,False,NORMAL,NONE,Normal access event within expected pattern
591,USR00067,donald.wang,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-09 10:54:05
592,USR00085,varun.rao,False,NORMAL,NONE,Normal access event within expected pattern
593,USR00206,fatima.gupta,False,NORMAL,NONE,Normal access event within expected pattern
594,USR00007,robert.smith,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-03-09 10:54:05
595,USR00004,diya.anderson,False,NORMAL,NONE,Normal access event within expected pattern
596,USR00219,eric.iyer,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-03-10 10:54:05
597,USR00004,diya.anderson,False,NORMAL,NONE,Normal access event within expected pattern
598,USR00069,nikhil.jang,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-03-10 10:54:05
599,USR00083,ryan.thomas,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-10 10:54:05
600,USR00220,arjun.hwang,False,NORMAL,NONE,Normal access event within expected pattern
601,USR00252,nadia.singh,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-10 10:54:05
602,USR00041,matthew.huang,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-03-10 10:54:05
603,USR00267,jeffrey.ramirez,False,NORMAL,NONE,Normal access event within expected pattern
604,USR00158,arjun.sanchez,False,NORMAL,NONE,Normal access event within expected pattern
605,USR00145,daniel.davis,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-11 10:54:05
606,USR00051,meera.quinn,False,NORMAL,NONE,Normal access event within expected pattern
607,USR00284,william.patel,False,NORMAL,NONE,Normal access event within expected pattern
608,USR00177,timothy.mishra,False,NORMAL,NONE,Normal access event within expected pattern
609,USR00141,richard.yang,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-12 10:54:05
610,USR00206,fatima.gupta,False,NORMAL,NONE,Normal access event within expected pattern
611,USR00222,jason.rizzo,False,NORMAL,NONE,Normal access event within expected pattern
612,USR00239,kevin.xu,False,NORMAL,NONE,Normal access event within expected pattern
613,USR00210,charles.lopez,False,NORMAL,NONE,Normal access event within expected pattern
614,USR00077,neha.taylor,False,NORMAL,NONE,Normal access event within expected pattern
615,USR00091,steven.thompson,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-13 10:54:05
616,USR00018,meera.burke,False,NORMAL,NONE,Normal access event within expected pattern
617,USR00133,fatima.patel,False,NORMAL,NONE,Normal access event within expected pattern
618,USR00288,arjun.dubois,False,NORMAL,NONE,Normal access event within expected pattern
619,USR00166,amara.smith,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-14 10:54:05
620,USR00038,aisha.kim,False,NORMAL,NONE,Normal access event within expected pattern
621,USR00272,ryan.davis,False,NORMAL,NONE,Normal access event within expected pattern
622,USR00224,larry.sanchez,False,NORMAL,NONE,Normal access event within expected pattern
623,USR00010,jacob.patel,False,NORMAL,NONE,Normal access event within expected pattern
624,USR00105,gary.murphy,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-03-15 10:54:05
625,USR00196,anjali.jackson,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-15 10:54:05
626,USR00170,sophia.smith,False,NORMAL,NONE,Normal access event within expected pattern
627,USR00211,rajesh.gupta,False,NORMAL,NONE,Normal access event within expected pattern
628,USR00204,christopher.rodriguez,False,NORMAL,NONE,Normal access event within expected pattern
629,USR00135,pooja.murphy,False,NORMAL,NONE,Normal access event within expected pattern
630,USR00084,aditya.gupta,False,NORMAL,NONE,Normal access event within expected pattern
631,USR00200,joseph.guo,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-15 10:54:05
632,USR00221,rajesh.smith,False,NORMAL,NONE,Normal access event within expected pattern
633,USR00086,ryan.colombo,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-15 10:54:05
634,USR00106,sanjana.quinn,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-16 10:54:05
635,USR00145,daniel.davis,False,NORMAL,NONE,Normal access event within expected pattern
636,USR00033,michael.sharma,False,NORMAL,NONE,Normal access event within expected pattern
637,USR00047,george.clark,False,NORMAL,NONE,Normal access event within expected pattern
638,USR00167,michael.kelly,False,NORMAL,NONE,Normal access event within expected pattern
639,USR00296,joseph.taylor,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-16 10:54:05
640,USR00293,gary.kang,False,NORMAL,NONE,Normal access event within expected pattern
641,USR00137,jason.dubois,False,NORMAL,NONE,Normal access event within expected pattern
642,USR00159,fatima.lee,False,NORMAL,NONE,Normal access event within expected pattern
643,USR00260,sofia.lewis,False,NORMAL,NONE,Normal access event within expected pattern
644,USR00163,sofia.rao,False,NORMAL,NONE,Normal access event within expected pattern
645,USR00093,nadia.muller,False,NORMAL,NONE,Normal access event within expected pattern
646,USR00184,vikram.williams,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-17 10:54:05
647,USR00157,shruti.rossi,False,NORMAL,NONE,Normal access event within expected pattern
648,USR00256,timothy.fischer,False,NORMAL,NONE,Normal access event within expected pattern
649,USR00180,nikhil.rodriguez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-17 10:54:05
650,USR00032,pooja.martin,False,NORMAL,NONE,Normal access event within expected pattern
651,USR00141,richard.yang,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-17 10:54:05
652,USR00175,aditya.chen,False,NORMAL,NONE,Normal access event within expected pattern
653,USR00190,donald.hoffmann,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-18 10:54:05
654,USR00125,kenneth.verma,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-18 10:54:05
655,USR00036,nicholas.harris,False,NORMAL,NONE,Normal access event within expected pattern
656,USR00129,sanjana.burke,False,NORMAL,NONE,Normal access event within expected pattern
657,USR00182,ronald.bhat,False,NORMAL,NONE,Normal access event within expected pattern
658,USR00175,aditya.chen,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-19 10:54:05
659,USR00060,vikram.gonzalez,False,NORMAL,NONE,Normal access event within expected pattern
660,USR00195,mark.becker,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-20 10:54:05
661,USR00100,aisha.hernandez,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-20 10:54:05
662,USR00210,charles.lopez,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-03-20 10:54:05
663,USR00041,matthew.huang,False,NORMAL,NONE,Normal access event within expected pattern
664,USR00190,donald.hoffmann,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-21 10:54:05
665,USR00008,thomas.iyer,False,NORMAL,NONE,Normal access event within expected pattern
666,USR00099,maria.bianchi,False,NORMAL,NONE,Normal access event within expected pattern
667,USR00163,sofia.rao,False,NORMAL,NONE,Normal access event within expected pattern
668,USR00299,leila.lee,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-21 10:54:05
669,USR00141,richard.yang,False,NORMAL,NONE,Normal access event within expected pattern
670,USR00174,pooja.romano,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-03-22 10:54:05
671,USR00081,isha.ghosh,False,NORMAL,NONE,Normal access event within expected pattern
672,USR00093,nadia.muller,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-22 10:54:05
673,USR00055,neha.johnson,False,NORMAL,NONE,Normal access event within expected pattern
674,USR00272,ryan.davis,False,NORMAL,NONE,Normal access event within expected pattern
675,USR00213,riya.colombo,False,NORMAL,NONE,Normal access event within expected pattern
676,USR00147,anthony.davis,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-03-22 10:54:05
677,USR00191,robert.nair,False,NORMAL,NONE,Normal access event within expected pattern
678,USR00173,christopher.meyer,False,NORMAL,NONE,Normal access event within expected pattern
679,USR00290,thomas.sharma,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-03-23 10:54:05
680,USR00076,stephen.guo,False,NORMAL,NONE,Normal access event within expected pattern
681,USR00188,meera.schmidt,False,NORMAL,NONE,Normal access event within expected pattern
682,USR00129,sanjana.burke,False,NORMAL,NONE,Normal access event within expected pattern
683,USR00156,amitabh.white,False,NORMAL,NONE,Normal access event within expected pattern
684,USR00089,isha.chen,False,NORMAL,NONE,Normal access event within expected pattern
685,USR00138,pooja.lewis,False,NORMAL,NONE,Normal access event within expected pattern
686,USR00087,aditya.taylor,False,NORMAL,NONE,Normal access event within expected pattern
687,USR00183,kenneth.johnson,False,NORMAL,NONE,Normal access event within expected pattern
688,USR00004,diya.anderson,False,NORMAL,NONE,Normal access event within expected pattern
689,USR00257,ryan.verma,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-03-24 10:54:05
690,USR00241,amitabh.harris,False,NORMAL,NONE,Normal access event within expected pattern
691,USR00196,anjali.jackson,False,NORMAL,NONE,Normal access event within expected pattern
692,USR00030,yuki.meyer,False,NORMAL,NONE,Normal access event within expected pattern
693,USR00007,robert.smith,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-26 10:54:05
694,USR00064,zainab.pillai,False,NORMAL,NONE,Normal access event within expected pattern
695,USR00083,ryan.thomas,False,NORMAL,NONE,Normal access event within expected pattern
696,USR00092,charles.sullivan,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-26 10:54:05
697,USR00172,anjali.jo,False,NORMAL,NONE,Normal access event within expected pattern
698,USR00146,pooja.clark,False,NORMAL,NONE,Normal access event within expected pattern
699,USR00231,rajesh.pillai,False,NORMAL,NONE,Normal access event within expected pattern
700,USR00223,nadia.quinn,False,NORMAL,NONE,Normal access event within expected pattern
701,USR00265,jacob.lee,False,NORMAL,NONE,Normal access event within expected pattern
702,USR00155,varun.colombo,False,NORMAL,NONE,Normal access event within expected pattern
703,USR00133,fatima.patel,False,NORMAL,NONE,Normal access event within expected pattern
704,USR00036,nicholas.harris,False,NORMAL,NONE,Normal access event within expected pattern
705,USR00284,william.patel,False,NORMAL,NONE,Normal access event within expected pattern
706,USR00044,pooja.mishra,False,NORMAL,NONE,Normal access event within expected pattern
707,USR00279,nadia.reilly,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-28 10:54:05
708,USR00125,kenneth.verma,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-28 10:54:05
709,USR00254,james.kumar,False,NORMAL,NONE,Normal access event within expected pattern
710,USR00007,robert.smith,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-03-29 10:54:05
711,USR00066,ronald.martin,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-29 10:54:05
712,USR00239,kevin.xu,False,NORMAL,NONE,Normal access event within expected pattern
713,USR00215,nikhil.choi,False,NORMAL,NONE,Normal access event within expected pattern
714,USR00221,rajesh.smith,False,NORMAL,NONE,Normal access event within expected pattern
715,USR00206,fatima.gupta,False,NORMAL,NONE,Normal access event within expected pattern
716,USR00236,harsh.connor,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-03-29 10:54:05
717,USR00165,paul.o'brien,False,NORMAL,NONE,Normal access event within expected pattern
718,USR00242,deepika.garcia,False,NORMAL,NONE,Normal access event within expected pattern
719,USR00204,christopher.rodriguez,False,NORMAL,NONE,Normal access event within expected pattern
720,USR00231,rajesh.pillai,False,NORMAL,NONE,Normal access event within expected pattern
721,USR00283,thomas.meyer,False,NORMAL,NONE,Normal access event within expected pattern
722,USR00036,nicholas.harris,False,NORMAL,NONE,Normal access event within expected pattern
723,USR00131,david.yang,False,NORMAL,NONE,Normal access event within expected pattern
724,USR00228,anthony.clark,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-03-30 10:54:05
725,USR00100,aisha.hernandez,False,NORMAL,NONE,Normal access event within expected pattern
726,USR00238,robert.martinez,False,NORMAL,NONE,Normal access event within expected pattern
727,USR00172,anjali.jo,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-03-30 10:54:05
728,USR00252,nadia.singh,False,NORMAL,NONE,Normal access event within expected pattern
729,USR00141,richard.yang,False,NORMAL,NONE,Normal access event within expected pattern
730,USR00290,thomas.sharma,False,NORMAL,NONE,Normal access event within expected pattern
731,USR00254,james.kumar,False,NORMAL,NONE,Normal access event within expected pattern
732,USR00104,jeffrey.ghosh,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-03-30 10:54:05
733,USR00211,rajesh.gupta,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-03-30 10:54:05
734,USR00231,rajesh.pillai,False,NORMAL,NONE,Normal access event within expected pattern
735,USR00020,karan.white,False,NORMAL,NONE,Normal access event within expected pattern
736,USR00071,richard.johnson,False,NORMAL,NONE,Normal access event within expected pattern
737,USR00143,maria.gonzalez,False,NORMAL,NONE,Normal access event within expected pattern
738,USR00171,xiulan.schulz,False,NORMAL,NONE,Normal access event within expected pattern
739,USR00242,deepika.garcia,False,NORMAL,NONE,Normal access event within expected pattern
740,USR00242,deepika.garcia,False,NORMAL,NONE,Normal access event within expected pattern
741,USR00209,nikhil.martinez,False,NORMAL,NONE,Normal access event within expected pattern
742,USR00075,timothy.huang,False,NORMAL,NONE,Normal access event within expected pattern
743,USR00208,sanjana.moore,False,NORMAL,NONE,Normal access event within expected pattern
744,USR00077,neha.taylor,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-04-01 10:54:05
745,USR00069,nikhil.jang,False,NORMAL,NONE,Normal access event within expected pattern
746,USR00100,aisha.hernandez,True,REPEATED_FAILED_AUTH,HIGH,Event flagged: Repeated Failed Auth detected at 2026-04-01 10:54:05
747,USR00087,aditya.taylor,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-04-01 10:54:05
748,USR00260,sofia.lewis,False,NORMAL,NONE,Normal access event within expected pattern
749,USR00066,ronald.martin,False,NORMAL,NONE,Normal access event within expected pattern
750,USR00077,neha.taylor,False,NORMAL,NONE,Normal access event within expected pattern
751,USR00295,james.sun,False,NORMAL,NONE,Normal access event within expected pattern
752,USR00243,mark.sanchez,True,AFTER_HOURS_ACCESS,MEDIUM,Event flagged: After Hours Access detected at 2026-04-01 10:54:05
753,USR00295,james.sun,False,NORMAL,NONE,Normal access event within expected pattern
754,USR00152,diya.ghosh,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-04-02 10:54:05
755,USR00014,david.thomas,False,NORMAL,NONE,Normal access event within expected pattern
756,USR00091,steven.thompson,False,NORMAL,NONE,Normal access event within expected pattern
757,USR00270,robert.ramirez,False,NORMAL,NONE,Normal access event within expected pattern
758,USR00276,william.perez,False,NORMAL,NONE,Normal access event within expected pattern
759,USR00150,daniel.wagner,False,NORMAL,NONE,Normal access event within expected pattern
760,USR00044,pooja.mishra,True,BULK_DATA_EXPORT,CRITICAL,Event flagged: Bulk Data Export detected at 2026-04-02 10:54:05
761,USR00099,maria.bianchi,False,NORMAL,NONE,Normal access event within expected pattern
762,USR00264,elena.johnson,True,OFF_HOURS_ADMIN_OPERATION,HIGH,Event flagged: Off Hours Admin Operation detected at 2026-04-02 10:54:05
763,USR00053,timothy.jo,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-04-03 10:54:05
764,USR00162,thomas.russo,False,NORMAL,NONE,Normal access event within expected pattern
765,USR00219,eric.iyer,False,NORMAL,NONE,Normal access event within expected pattern
766,USR00175,aditya.chen,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-04-03 10:54:05
767,USR00251,jonathan.robinson,True,CROSS_DEPARTMENT_ACCESS,MEDIUM,Event flagged: Cross Department Access detected at 2026-04-04 10:54:05
768,USR00035,nikhil.rao,False,NORMAL,NONE,Normal access event within expected pattern
769,USR00002,kenneth.moore,False,NORMAL,NONE,Normal access event within expected pattern
770,USR00170,sophia.smith,False,NORMAL,NONE,Normal access event within expected pattern
771,USR00287,nisha.ferrari,False,NORMAL,NONE,Normal access event within expected pattern
772,USR00041,matthew.huang,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-04-04 10:54:05
773,USR00063,daniel.colombo,False,NORMAL,NONE,Normal access event within expected pattern
774,USR00282,raja.romano,False,NORMAL,NONE,Normal access event within expected pattern
775,USR00077,neha.taylor,True,UNUSUAL_RESOURCE_ACCESS,MEDIUM,Event flagged: Unusual Resource Access detected at 2026-04-04 10:54:05
776,USR00027,pooja.sullivan,False,NORMAL,NONE,Normal access event within expected pattern
777,USR00255,jason.lim,False,NORMAL,NONE,Normal access event within expected pattern
778,USR00193,christopher.kang,False,NORMAL,NONE,Normal access event within expected pattern
779,USR00185,anthony.thompson,False,NORMAL,NONE,Normal access event within expected pattern
780,USR00013,jonathan.jackson,False,NORMAL,NONE,Normal access event within expected pattern
781,USR00197,kevin.white,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-04-05 10:54:05
782,USR00009,aditya.burke,False,NORMAL,NONE,Normal access event within expected pattern
783,USR00042,kenneth.sanchez,False,NORMAL,NONE,Normal access event within expected pattern
784,USR00289,rajesh.jang,False,NORMAL,NONE,Normal access event within expected pattern
785,USR00231,rajesh.pillai,False,NORMAL,NONE,Normal access event within expected pattern
786,USR00042,kenneth.sanchez,False,NORMAL,NONE,Normal access event within expected pattern
787,USR00021,rohan.harris,True,STALE_ACCOUNT_ACCESS,HIGH,Event flagged: Stale Account Access detected at 2026-04-06 10:54:05
788,USR00036,nicholas.harris,False,NORMAL,NONE,Normal access event within expected pattern
789,USR00297,sofia.schmidt,False,NORMAL,NONE,Normal access event within expected pattern
790,USR00297,sofia.schmidt,False,NORMAL,NONE,Normal access event within expected pattern
